title,link,date,source,country,language,translated_title,number_of_characters_title,number_of_words_title,day_of_week,month,year,quarter,is_weekend,is_holiday,source_type,final_redirected_URL,domain_of_URL,subdomain_of_URL,URL_depth,top_level_domain,url_length,author,compound,vader_sentiment,summary
"Musk Teases AI Chatbot 'Grok,' With Real-time Access To X - Voice of America - VOA News",https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2EvbXVzay10ZWFzZXMtYWktY2hhdGJvdC1ncm9rLXdpdGgtcmVhbC10aW1lLWFjY2Vzcy10by14LS83MzQyMTY3Lmh0bWzSAWBodHRwczovL3d3dy52b2FuZXdzLmNvbS9hbXAvbXVzay10ZWFzZXMtYWktY2hhdGJvdC1ncm9rLXdpdGgtcmVhbC10aW1lLWFjY2Vzcy10by14LS83MzQyMTY3Lmh0bWw?oc=5,2023-11-04,Voice of America - VOA News,US,en,musk teases ai chatbot grok with realtime access to x  voice of america  voa news,71,17,Saturday,11,2023,4,True,False,News Outlet,https://www.voanews.com/a/musk-teases-ai-chatbot-grok-with-real-time-access-to-x-/7342167.html,www.voanews.com,www,3,com,94,['Agence France-Presse'],-0.296,negative,"Elon Musk unveils his new AI tool called ""Grok"" The tool can access X in real time and will be initially available to the social media platform's top tier of subscribers. Musk said the link-up with X is ""a massive advantage over other models"" of generative AI."
Elon Musk says AI friendships can cure loneliness but chatbots can ... - The Independent,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvLnVrL3RlY2gvYWktZnJpZW5kc2hpcC1sb25lbGluZXNzLWIyNDQxMTc0Lmh0bWzSAQA?oc=5,2023-11-04,The Independent,US,en,elon musk says ai friendships can cure loneliness but chatbots can   the independent,74,15,Saturday,11,2023,4,True,False,News Outlet,https://www.independent.co.uk/tech/ai-friendship-loneliness-b2441174.html,www.independent.co.uk,www,2,uk,73,[],-0.0258,negative,"Tech companies are in a race to cure the epidemic of loneliness with friendly chatbots, some even modelled on celebrities who will be your AI mate. Instagram was spotted developing an ‘AI friend’ that will live within chats and allow users to customise its interests and characters. There remains a wider question over whether these AI systems are safe by design."
How Companies Are Hiring And Reportedly Firing With AI - Forbes,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvamFja2tlbGx5LzIwMjMvMTEvMDQvaG93LWNvbXBhbmllcy1hcmUtaGlyaW5nLWFuZC1maXJpbmctd2l0aC1haS_SAQA?oc=5,2023-11-04,Forbes,US,en,how companies are hiring and reportedly firing with ai  forbes,53,11,Saturday,11,2023,4,True,False,Magazine,https://www.forbes.com/sites/jackkelly/2023/11/04/how-companies-are-hiring-and-firing-with-ai/,www.forbes.com,www,7,com,94,"['Jack Kelly', 'Kevin Payne', 'Cassidy Horton', 'Senior Contributor']",-0.34,negative,"Companies are using artificial intelligence to determine who to hire and fire. This includes résumé screenings, candidate matching, interview schedules, probability analysis, performance evaluations and layoff decisions. LinkedIn plans to leverage generative AI technology with its insights of more than 950 million professionals."
AI chatbots illegal data scraping takes revenue away from news ... - CoinGeek,https://news.google.com/rss/articles/CBMib2h0dHBzOi8vY29pbmdlZWsuY29tL2FpLWNoYXRib3RzLWlsbGVnYWwtZGF0YS1zY3JhcGluZy10YWtlcy1yZXZlbnVlLWF3YXktZnJvbS1uZXdzLW91dGxldHMtbmV3LW1lZGlhLWFsbGlhbmNlL9IBAA?oc=5,2023-11-04,CoinGeek,US,en,ai chatbots illegal data scraping takes revenue away from news   coingeek,65,13,Saturday,11,2023,4,True,False,Other,https://coingeek.com/ai-chatbots-illegal-data-scraping-takes-revenue-away-from-news-outlets-new-media-alliance/,coingeek.com,coingeek,2,com,111,['Wahid Pessarlay'],-0.5574,negative,News Media Alliance (NMA) accuses AI firms of illegal data scraping to train their large language models (LLMs) The news industry group submitted a 77-page white paper and other documents to the United States Copyright Office. The NMA argued that the bulk of data used to train AI models stems from copyrighted news publications.
Poll: AI worries Americans in 2024 elections - Florida Politics,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vZmxvcmlkYXBvbGl0aWNzLmNvbS9hcmNoaXZlcy82NDI4MjQtcG9sbC1haS13b3JyaWVzLWFtZXJpY2Fucy1pbi0yMDI0LWVsZWN0aW9ucy_SAQA?oc=5,2023-11-04,Florida Politics,US,en,poll ai worries americans in  elections  florida politics,54,10,Saturday,11,2023,4,True,False,Other,https://floridapolitics.com/archives/642824-poll-ai-worries-americans-in-2024-elections/,floridapolitics.com,floridapolitics,3,com,88,['Associated Press'],-0.4215,negative,Nearly 6 in 10 adults (58%) think AI tools will increase the spread of false and misleading information during next year’s elections. Just 30% of American adults have used AI chatbots or image generators and fewer than half (46%) have heard or read about AI tools.
AI Pros: We're on the Right Track (If You Ignore Some Companies) - PCMag,https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3LnBjbWFnLmNvbS9uZXdzL2FpLXByb3Mtd2VyZS1vbi10aGUtcmlnaHQtdHJhY2staWYteW91LWlnbm9yZS1zb21lLWNvbXBhbmllc9IBAA?oc=5,2023-11-04,PCMag,US,en,ai pros were on the right track if you ignore some companies  pcmag,59,14,Saturday,11,2023,4,True,False,Other,https://www.pcmag.com/news/ai-pros-were-on-the-right-track-if-you-ignore-some-companies,www.pcmag.com,www,2,com,87,[],-0.3612,negative, AI-policy conference in Boston yielded we've-got-this assurances but left room for doubt. Writer Jane Friedman outlined how fake AI-written e-books under her name had been on Amazon for weeks. Amazon has since added modest speed bumps to its Kindle Direct Publishing platform.
"AI bot carried out insider trading and lied about its actions, study shows - Business Insider",https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vYWktYm90LWdwdC00LWZpbmFuY2lhbC1pbnNpZGVyLXRyYWRpbmctbGllZC0yMDIzLTEx0gFXaHR0cHM6Ly93d3cuYnVzaW5lc3NpbnNpZGVyLmNvbS9haS1ib3QtZ3B0LTQtZmluYW5jaWFsLWluc2lkZXItdHJhZGluZy1saWVkLTIwMjMtMTE_YW1w?oc=5,2023-11-04,Business Insider,US,en,ai bot carried out insider trading and lied about its actions study shows  business insider,78,16,Saturday,11,2023,4,True,False,News Outlet,https://www.businessinsider.com/ai-bot-gpt-4-financial-insider-trading-lied-2023-11,www.businessinsider.com,www,1,com,83,['Polly Thompson'],-0.3818,negative,"Apollo Research presented a simulated conversation between a bot and employees at an imaginary company. In the demonstration, the AI, called Alpha, is told by staff about a ""surprise merger announcement"" coming up for a company called Linear Group. The bot initially appeared to suggest that using the information to trade would be too risky."
LoveGPT: The AI dating scam fooling Aussies - 9News,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LjluZXdzLmNvbS5hdS9uYXRpb25hbC9sb3ZlLWdwdC1haS1kYXRpbmctYXBwLXNjYW0tb24tdGhlLXJpc2UvM2MwOTliNzUtYTI4Zi00NGI0LThmNmQtZjIyNzFiNTU5MjVm0gFFaHR0cHM6Ly9hbXAuOW5ld3MuY29tLmF1L2FydGljbGUvM2MwOTliNzUtYTI4Zi00NGI0LThmNmQtZjIyNzFiNTU5MjVm?oc=5,2023-11-04,9News,US,en,lovegpt the ai dating scam fooling aussies  news,43,9,Saturday,11,2023,4,True,False,News Outlet,https://www.9news.com.au/national/love-gpt-ai-dating-app-scam-on-the-rise/3c099b75-a28f-44b4-8f6d-f2271b55925f,www.9news.com.au,www,3,au,110,['Nov'],-0.7506,negative,"Brisbane man makes $94,000 a year by letting other people drive his car. He lets them use his car to get around in the city. He says it's the only way he can afford to buy a new car."
"Analysis: How Biden’s new executive order tackles AI risks, and where it falls short - PBS NewsHour",https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LnBicy5vcmcvbmV3c2hvdXIvcG9saXRpY3MvYW5hbHlzaXMtaG93LWJpZGVucy1uZXctZXhlY3V0aXZlLW9yZGVyLXRhY2tsZXMtYWktcmlza3MtYW5kLXdoZXJlLWl0LWZhbGxzLXNob3J00gF7aHR0cHM6Ly93d3cucGJzLm9yZy9uZXdzaG91ci9hbXAvcG9saXRpY3MvYW5hbHlzaXMtaG93LWJpZGVucy1uZXctZXhlY3V0aXZlLW9yZGVyLXRhY2tsZXMtYWktcmlza3MtYW5kLXdoZXJlLWl0LWZhbGxzLXNob3J0?oc=5,2023-11-04,PBS NewsHour,US,en,analysis how bidens new executive order tackles ai risks and where it falls short  pbs newshour,83,17,Saturday,11,2023,4,True,False,News Outlet,https://www.pbs.org/newshour/politics/analysis-how-bidens-new-executive-order-tackles-ai-risks-and-where-it-falls-short,www.pbs.org,www,3,org,119,"['Anjana Susarla', 'The Conversation']",-0.2732,negative,"Anjana Susarla: U.S. government is attempting to address the risks posed by AI. She says the order is only a step, and it leaves unresolved the issue of comprehensive data privacy legislation. The order requires companies that build large AI systems to perform red teaming and report the results to the government."
Can AI curb loneliness in older adults? This robot companion is proving it's possible - ZDNet,https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LnpkbmV0LmNvbS9hcnRpY2xlL2Nhbi1haS1jdXJiLWxvbmVsaW5lc3MtaW4tb2xkZXItYWR1bHRzLXRoaXMtcm9ib3QtY29tcGFuaW9uLWlzLXByb3ZpbmctaXRzLXBvc3NpYmxlL9IBfWh0dHBzOi8vd3d3LnpkbmV0LmNvbS9nb29nbGUtYW1wL2FydGljbGUvY2FuLWFpLWN1cmItbG9uZWxpbmVzcy1pbi1vbGRlci1hZHVsdHMtdGhpcy1yb2JvdC1jb21wYW5pb24taXMtcHJvdmluZy1pdHMtcG9zc2libGUv?oc=5,2023-11-04,ZDNet,US,en,can ai curb loneliness in older adults this robot companion is proving its possible  zdnet,78,16,Saturday,11,2023,4,True,False,News Outlet,https://www.zdnet.com/article/can-ai-curb-loneliness-in-older-adults-this-robot-companion-is-proving-its-possible/,www.zdnet.com,www,3,com,114,"['Sabrina Ortiz', 'Nov.', 'At A.M. Pt', 'Marie Defrancesco', 'Susan Tholen', 'Dor Skuler', 'Ceo Of Intuition Robotics']",-0.4215,negative,"ElliQ is a senior assistive social robot on a mission to bring company and joy to seniors lacking human interactions in their homes. About 20-30% of seniors identify as feeling lonely, according to Elizabeth Necka, a program director at the National Institute on Aging."
