title,link,date,source,country,language,translated_title,number_of_characters_title,number_of_words_title,day_of_week,month,year,quarter,is_weekend,is_holiday,source_type,final_redirected_URL,domain_of_URL,subdomain_of_URL,URL_depth,top_level_domain,url_length,author,polarity1,subjectivity,compound,vader_sentiment,summary
Nearly half of Bulgarians believe AI will lead to job losses - EURACTIV,https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LmV1cmFjdGl2LmNvbS9zZWN0aW9uL3BvbGl0aWNzL25ld3MvbmVhcmx5LWhhbGYtb2YtYnVsZ2FyaWFucy1iZWxpZXZlLWFpLXdpbGwtbGVhZC10by1qb2ItbG9zc2VzL9IBAA?oc=5,2023-07-12,EURACTIV,US,en,nearly half of bulgarians believe ai will lead to job losses  euractiv,59,13,Wednesday,7,2023,3,False,False,Other,https://www.euractiv.com/section/politics/news/nearly-half-of-bulgarians-believe-ai-will-lead-to-job-losses/,www.euractiv.com,www,5,com,108,"['Krassen Nikolov', 'The Capitals']",-0.1666666666666666,0.1666666666666666,-0.4019,negative,63% of Bulgarians claim to
Chatbox open-source desktop AI app powered by ChatGPT - Geeky Gadgets,https://news.google.com/rss/articles/CBMiMWh0dHBzOi8vd3d3LmdlZWt5LWdhZGdldHMuY29tL2NoYXRib3gtZGVza3RvcC1haS_SAQA?oc=5,2023-07-12,Geeky Gadgets,US,en,chatbox opensource desktop ai app powered by chatgpt  geeky gadgets,59,11,Wednesday,7,2023,3,False,False,Other,https://www.geeky-gadgets.com/chatbox-desktop-ai/,www.geeky-gadgets.com,www,2,com,49,['Julian Horsey'],0.0,0.0,-0.1531,negative,0
"Google, DeepMind accused of 'stealing the internet' to create Bard AI chatbot - The Register",https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3LnRoZXJlZ2lzdGVyLmNvbS8yMDIzLzA3LzEyL2dvb2dsZV9hbHBoYWJldF9kZWVwbWluZF9iYXJkX2NvbXBsYWludC_SAVNodHRwczovL3d3dy50aGVyZWdpc3Rlci5jb20vQU1QLzIwMjMvMDcvMTIvZ29vZ2xlX2FscGhhYmV0X2RlZXBtaW5kX2JhcmRfY29tcGxhaW50Lw?oc=5,2023-07-12,The Register,US,en,google deepmind accused of stealing the internet to create bard ai chatbot  the register,78,15,Wednesday,7,2023,3,False,False,News Outlet,https://www.theregister.com/2023/07/12/google_alphabet_deepmind_bard_complaint/,www.theregister.com,www,5,com,79,['Jude Karabus'],0.0,0.0,-0.5859,negative,0
Using African Fashion to Correct AI Bias - Pace News,https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vd3d3LnBhY2UuZWR1L25ld3MvdXNpbmctYWZyaWNhbi1mYXNoaW9uLWNvcnJlY3QtYWktYmlhc9IBAA?oc=5,2023-07-12,Pace News,US,en,using african fashion to correct ai bias  pace news,43,10,Wednesday,7,2023,3,False,False,News Outlet,https://www.pace.edu/news/using-african-fashion-correct-ai-bias,www.pace.edu,www,2,edu,63,[],0.0,0.0,-0.1027,negative,"Christelle Scharff, PhD"
"How AI Is Making Politics Easier, Cheaper, More Dangerous - Government Technology",https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LmdvdnRlY2guY29tL2FydGlmaWNpYWwtaW50ZWxsaWdlbmNlL2hvdy1haS1pcy1tYWtpbmctcG9saXRpY3MtZWFzaWVyLWNoZWFwZXItbW9yZS1kYW5nZXJvdXPSAQA?oc=5,2023-07-12,Government Technology,US,en,how ai is making politics easier cheaper more dangerous  government technology,70,12,Wednesday,7,2023,3,False,False,Blog,https://www.govtech.com/artificial-intelligence/how-ai-is-making-politics-easier-cheaper-more-dangerous,www.govtech.com,www,2,com,103,"['Emily Birnbaum', 'Laura Davison', 'Bloomberg News']",-0.0499999999999999,0.7,-0.1513,negative,0
Addressing the harms of AI-generated inauthentic content - Nature.com,https://news.google.com/rss/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQyMjU2LTAyMy0wMDY5MC130gEA?oc=5,2023-07-12,Nature.com,US,en,addressing the harms of aigenerated inauthentic content  naturecom,61,9,Wednesday,7,2023,3,False,False,Other,https://www.nature.com/articles/s42256-023-00690-w,www.nature.com,www,2,com,50,"['Menczer', 'Luddy School Of Informatics', 'Computing', 'Engineering', 'Indiana University', 'Bloomington', 'Crandall', 'Ahn', 'Kapadia', 'In']",0.0,0.0,-0.4939,negative,Generative AI tools make it easier
The AI robot and the creepy and terrifying press conference - The New Daily,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LnRoZW5ld2RhaWx5LmNvbS5hdS9saWZlL3RlY2gvMjAyMy8wNy8xMy9hbGFuLWtvaGxlci1yb2JvdC1wcmVzcy1jb25mZXJlbmNl0gEA?oc=5,2023-07-12,The New Daily,US,en,the ai robot and the creepy and terrifying press conference  the new daily,62,14,Wednesday,7,2023,3,False,False,News Outlet,https://www.thenewdaily.com.au/life/tech/2023/07/13/alan-kohler-robot-press-conference,www.thenewdaily.com.au,www,6,au,86,[],-0.3409090909090909,0.6136363636363636,-0.5719,negative,0
"AI replaces human workers: Indian CEO replaces 90% support staff with chatbot, internet outraged - WION",https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3Lndpb25ld3MuY29tL3RlY2hub2xvZ3kvYWktb3Zlci1odW1hbi1zdGFmZi1pbmRpYW4tY2VvLXJlcGxhY2VzLTkwLXdvcmtmb3JjZS13aXRoLWJvdC1pbnRlcm5ldC1vdXRyYWdlZC02MTQ2NjbSAX1odHRwczovL3d3dy53aW9uZXdzLmNvbS90ZWNobm9sb2d5L2FpLW92ZXItaHVtYW4tc3RhZmYtaW5kaWFuLWNlby1yZXBsYWNlcy05MC13b3JrZm9yY2Utd2l0aC1ib3QtaW50ZXJuZXQtb3V0cmFnZWQtNjE0NjY2L2FtcA?oc=5,2023-07-12,WION,US,en,ai replaces human workers indian ceo replaces  support staff with chatbot internet outraged  wion,88,16,Wednesday,7,2023,3,False,False,Broadcast Media,https://www.wionews.com/technology/ai-over-human-staff-indian-ceo-replaces-90-workforce-with-bot-internet-outraged-614666,www.wionews.com,www,2,com,121,['Sneha Swaminathan'],-0.45,0.55,-0.2023,negative,0
AI scam calls imitating familiar voices are a growing problem ... - The Conversation,https://news.google.com/rss/articles/CBMidGh0dHBzOi8vdGhlY29udmVyc2F0aW9uLmNvbS9haS1zY2FtLWNhbGxzLWltaXRhdGluZy1mYW1pbGlhci12b2ljZXMtYXJlLWEtZ3Jvd2luZy1wcm9ibGVtLWhlcmVzLWhvdy10aGV5LXdvcmstMjA4MjIx0gEA?oc=5,2023-07-12,The Conversation,US,en,ai scam calls imitating familiar voices are a growing problem   the conversation,71,14,Wednesday,7,2023,3,False,False,News Outlet,https://theconversation.com/ai-scam-calls-imitating-familiar-voices-are-a-growing-problem-heres-how-they-work-208221,theconversation.com,theconversation,1,com,116,['Oli Buckley'],0.375,0.5,-0.6908,negative,0
"CEO Replaces 90% Of Customer Support Staff With AI Chatbot, Internet Angry - NDTV",https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3Lm5kdHYuY29tL2luZGlhLW5ld3MvZHVrYWFuLWNlby1yZXBsYWNlcy05MC1vZi1jdXN0b21lci1zdXBwb3J0LXN0YWZmLXdpdGgtYWktY2hhdGJvdC1pbnRlcm5ldC1hbmdyeS00MTk3NjQx0gF9aHR0cHM6Ly93d3cubmR0di5jb20vaW5kaWEtbmV3cy9kdWthYW4tY2VvLXJlcGxhY2VzLTkwLW9mLWN1c3RvbWVyLXN1cHBvcnQtc3RhZmYtd2l0aC1haS1jaGF0Ym90LWludGVybmV0LWFuZ3J5LTQxOTc2NDEvYW1wLzE?oc=5,2023-07-11,NDTV,US,en,ceo replaces  of customer support staff with ai chatbot internet angry  ndtv,68,14,Tuesday,7,2023,3,False,False,Broadcast Media,https://www.ndtv.com/india-news/dukaan-ceo-replaces-90-of-customer-support-staff-with-ai-chatbot-internet-angry-4197641,www.ndtv.com,www,2,com,119,[],-0.5,1.0,-0.1531,negative,Dukaan CEO Suumit
