title,link,date,source,country,language,translated_title,number_of_characters_title,number_of_words_title,day_of_week,month,year,quarter,is_weekend,is_holiday,source_type,final_redirected_URL,domain_of_URL,subdomain_of_URL,URL_depth,top_level_domain,url_length,author,compound,vader_sentiment,summary
AI Job Apocalypse: Winners and Losers in the AI Economy - Business Insider,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vam9iLWRpc3J1cHRpb24tYWktZnV0dXJlLWNhcmVlcnMtYmx1ZS1jb2xsYXItZGVzay13b3JrLTIwMjMtMTHSAQA?oc=5,2023-11-01,Business Insider,US,en,ai job apocalypse winners and losers in the ai economy  business insider,62,13,Wednesday,11,2023,4,False,False,News Outlet,https://www.businessinsider.com/job-disruption-ai-future-careers-blue-collar-desk-work-2023-11,www.businessinsider.com,www,1,com,94,['Emil Skandul'],-0.0772,negative,"The likes of skilled trades, intensive manual labor, and jobs that require a combination of physical, knowledge, and social work will not be upended. Over the next decade, the fastest-growing occupations will be in healthcare, transportation, renewable energy, and high-tech manufacturing."
Scarlett Johansson demands AI app stop using her likeness in an ad without her permission - NBC News,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL3RlY2gvc2NhcmxldHQtam9oYW5zc29uLWxlZ2FsLWFjdGlvbi1haS1hcHAtcmNuYTEyMzI0ONIBK2h0dHBzOi8vd3d3Lm5iY25ld3MuY29tL25ld3MvYW1wL3JjbmExMjMyNDg?oc=5,2023-11-01,NBC News,US,en,scarlett johansson demands ai app stop using her likeness in an ad without her permission  nbc news,83,18,Wednesday,11,2023,4,False,False,News Outlet,https://www.nbcnews.com/tech/scarlett-johansson-legal-action-ai-app-rcna123248,www.nbcnews.com,www,2,com,78,"['Https', 'Media-Cldnry.S-Nbcnews.Com Image Upload Newscms Kahlan-Rosenblatt.Jpg', 'Kalhan Rosenblatt', 'Media-Cldnry.S-Nbcnews.Com Image Upload Newscms Dianadasrath-Headshot.Jpg', 'Diana Dasrath', 'Kalhan Rosenblatt Is A Reporter Covering Youth', 'Internet Culture For Nbc News', 'Based In New York.', 'Diana Dasrath Is Entertainment Producer', 'Senior Reporter For Nbc News Covering All Platforms.']",-0.296,negative,"Johansson is the latest celebrity to take issue with the alleged misuse of her likeness in AI. The advertisement first began to bubble up on X around Saturday. It appears to no longer be on X, where it originated. Lisa AI: 90s Yearbook & Avatar allegedly used actual footage of Johansson."
Apple’s ‘scary fast’ upgrades hint at its vision for the AI era - CNN,https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8xMS8wMS90ZWNoL2FwcGxlLWFpLXVwZ3JhZGVzL2luZGV4Lmh0bWzSAURodHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDIzLzExLzAxL3RlY2gvYXBwbGUtYWktdXBncmFkZXMvaW5kZXguaHRtbA?oc=5,2023-11-01,CNN,US,en,apples scary fast upgrades hint at its vision for the ai era  cnn,56,14,Wednesday,11,2023,4,False,False,News Outlet,https://www.cnn.com/2023/11/01/tech/apple-ai-upgrades/index.html,www.cnn.com,www,6,com,64,['Samantha Murphy Kelly'],-0.296,negative,Apple's new M3 chips promise faster computing and graphics and longer-lasting battery life. The chips can also better support advancements with artificial intelligence because they’re made with 3 nanometer technology. The upgrades come at a time when Apple is gaining substantial ground in the traditional PC and laptop market.
Combatting the next wave of AI fraud - Security Magazine,https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3LnNlY3VyaXR5bWFnYXppbmUuY29tL2FydGljbGVzLzEwMDA4Ni1jb21iYXR0aW5nLXRoZS1uZXh0LXdhdmUtb2YtYWktZnJhdWTSAQA?oc=5,2023-11-01,Security Magazine,US,en,combatting the next wave of ai fraud  security magazine,47,10,Wednesday,11,2023,4,False,False,Magazine,https://www.securitymagazine.com/articles/100086-combatting-the-next-wave-of-ai-fraud,www.securitymagazine.com,www,2,com,85,[],-0.34,negative,Generative AI gives fraudsters new avenues to deceive businesses and consumers alike. Generative AI can be used to fight and prevent fraud by analyzing patterns in data and identifying potential risk factors. Using advanced technology like machine learning is also an important part of combatting this fraud.
"Georgia lawmakers explore threats, wonders of AI technology with ... - Georgia Recorder",https://news.google.com/rss/articles/CBMihQFodHRwczovL2dlb3JnaWFyZWNvcmRlci5jb20vMjAyMy8xMS8wMS9nZW9yZ2lhLWxhd21ha2Vycy1leHBsb3JlLXRocmVhdHMtd29uZGVycy1vZi1haS10ZWNobm9sb2d5LXdpdGgtZXllLW9uLXJlZ3VsYXRpbmctZXRoaWNhbC11c2Uv0gEA?oc=5,2023-11-01,Georgia Recorder,US,en,georgia lawmakers explore threats wonders of ai technology with   georgia recorder,75,13,Wednesday,11,2023,4,False,False,Other,https://georgiarecorder.com/2023/11/01/georgia-lawmakers-explore-threats-wonders-of-ai-technology-with-eye-on-regulating-ethical-use/,georgiarecorder.com,georgiarecorder,5,com,133,"['Ross Williams', 'More From Author', '- November']",-0.4215,negative,"Lawmakers in Georgia are debating how to deal with the rise of artificial intelligence. The state could play a major role by passing laws ensuring that any AI-powered system in state would be able to communicate with all other AIs using the same language. Laws will also need to be written in a way that can understand machines, he said."
Leaders pledge to contain potentially 'catastrophic' AI risks at U.K. ... - NPR,https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3Lm5wci5vcmcvMjAyMy8xMS8wMS8xMjEwMDAwODAyL2xlYWRlcnMtcGxlZGdlLXRvLWNvbnRhaW4tcG90ZW50aWFsbHktY2F0YXN0cm9waGljLWFpLXJpc2tzLWF0LXUtay1zdW1taXTSAQA?oc=5,2023-11-01,NPR,US,en,leaders pledge to contain potentially catastrophic ai risks at uk   npr,67,13,Wednesday,11,2023,4,False,False,Broadcast Media,https://www.npr.org/2023/11/01/1210000802/leaders-pledge-to-contain-potentially-catastrophic-ai-risks-at-u-k-summit,www.npr.org,www,5,org,115,[],-0.6486,negative,"Delegates from 28 countries, including the U.S. and China, gathered today at a bucolic English country estate. They pledged to work together to contain what they call the potentially catastrophic risks posed by this technology. Delegates are talking about the role of AI in bioweapons, cyberattacks, threats to democracy."
How an AI company parsed misinformation early in Israel-Hamas war - C4ISRNET,https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LmM0aXNybmV0LmNvbS9pbmZvcm1hdGlvbi13YXJmYXJlLzIwMjMvMTEvMDEvaG93LWFuLWFpLWNvbXBhbnktcGFyc2VkLW1pc2luZm9ybWF0aW9uLWVhcmx5LWluLWlzcmFlbC1oYW1hcy13YXIv0gEA?oc=5,2023-11-01,C4ISRNET,US,en,how an ai company parsed misinformation early in israelhamas war  cisrnet,65,12,Wednesday,11,2023,4,False,False,Other,https://www.c4isrnet.com/information-warfare/2023/11/01/how-an-ai-company-parsed-misinformation-early-in-israel-hamas-war/,www.c4isrnet.com,www,6,com,122,['Colin Demarest'],-0.7351,negative,"Artificial intelligence and data analysis firm Primer monitored the situation from afar. Primer's Command software is designed with the single-pane-of-glass motif in mind. The program takes queries from users, much like a Google search."
"The #1 job that's most exposed to AI, according to expert - CNN",https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LmNubi5jb20vdmlkZW9zL2J1c2luZXNzLzIwMjMvMTEvMDEvam9icy1haS1yZXBsYWNlLWF0LXJpc2stc2MtY3Byb2ctb3JpZy5jbm7SAVxodHRwczovL2FtcC5jbm4uY29tL2Nubi92aWRlb3MvYnVzaW5lc3MvMjAyMy8xMS8wMS9qb2JzLWFpLXJlcGxhY2UtYXQtcmlzay1zYy1jcHJvZy1vcmlnLmNubg?oc=5,2023-11-01,CNN,US,en,the  job thats most exposed to ai according to expert  cnn,51,13,Wednesday,11,2023,4,False,False,News Outlet,https://www.cnn.com/videos/business/2023/11/01/jobs-ai-replace-at-risk-sc-cprog-orig.cnn,www.cnn.com,www,6,com,88,[],-0.1513,negative,"Most stock quote data provided by BATS. US market indices are shown in real time, except for the S&P 500 which is refreshed every two minutes. All times are ET. Fair value provided by IndexArb.com. Market holidays and trading hours provided by Copp Clark Limited."
Is Nvidia Losing Artificial Intelligence (AI) Customers to Intel? - The Motley Fool,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIzLzExLzAxL2lzLW52aWRpYS1sb3NpbmctYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtYWktY3VzdG9tL9IBAA?oc=5,2023-11-01,The Motley Fool,US,en,is nvidia losing artificial intelligence ai customers to intel  the motley fool,71,13,Wednesday,11,2023,4,False,False,Blog,https://www.fool.com/investing/2023/11/01/is-nvidia-losing-artificial-intelligence-ai-custom/,www.fool.com,www,6,com,93,['Jose Najarro'],-0.34,negative,"In today's video, I discuss recent updates impacting Nvidia (NVDA -5.55%), Intel (INTC -4.66%), and Advanced Micro Devices (AMD -1.89%). Check out the short video to learn more, consider subscribing, and click the special offer link below."
Justine Bateman's Fight Against Generative AI In Hollywood - IEEE Spectrum,https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vc3BlY3RydW0uaWVlZS5vcmcvanVzdGluZS1iYXRlbWFuLWhvbGx5d29vZC1nZW5lcmF0aXZlLWFp0gFQaHR0cHM6Ly9zcGVjdHJ1bS5pZWVlLm9yZy9hbXAvanVzdGluZS1iYXRlbWFuLWhvbGx5d29vZC1nZW5lcmF0aXZlLWFpLTI2NjYxMDE0NjI?oc=5,2023-11-01,IEEE Spectrum,US,en,justine batemans fight against generative ai in hollywood  ieee spectrum,64,11,Wednesday,11,2023,4,False,False,Academic Journal,https://spectrum.ieee.org/justine-bateman-hollywood-generative-ai,spectrum.ieee.org,spectrum,1,org,65,[],-0.3818,negative,The rapid development of generative AI technologies has threatened upheavals in many industries. Creative work that was previously believed to be largely immune to automation now faces that very prospect. SAG-Aftra’s AI advisor warns about the destructive potential of taking actors out of the loop.
