title,link,date,source,country,language,translated_title,number_of_characters_title,number_of_words_title,day_of_week,month,year,quarter,is_weekend,is_holiday,source_type,final_redirected_URL,domain_of_URL,subdomain_of_URL,URL_depth,top_level_domain,url_length,author,polarity1,subjectivity,compound,vader_sentiment,summary
Turnitin says its AI cheating detector isn’t always reliable - The Washington Post,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS90ZWNobm9sb2d5LzIwMjMvMDYvMDIvdHVybml0aW4tYWktY2hlYXRpbmctZGV0ZWN0b3ItYWNjdXJhY3kv0gEA?oc=5,2023-06-02,The Washington Post,US,en,turnitin says its ai cheating detector isnt always reliable  the washington post,70,13,Friday,6,2023,2,False,False,News Outlet,"('', '', 0, '', 0, '')",,,0,,0,[],0.0,0.0,-0.5574,negative,Software company Turnitin says its
US Air Force denies AI drone attacked operator in test - BBC.com,https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy90ZWNobm9sb2d5LTY1Nzg5OTE20gEwaHR0cHM6Ly93d3cuYmJjLmNvbS9uZXdzL3RlY2hub2xvZ3ktNjU3ODk5MTYuYW1w?oc=5,2023-06-02,BBC.com,US,en,us air force denies ai drone attacked operator in test  bbccom,53,12,Friday,6,2023,2,False,False,Broadcast Media,https://www.bbc.com/news/technology-65789916,www.bbc.com,www,2,com,44,[],0.0,0.0,-0.7003,negative,summarize: 
"AI Poses Major Societal Risks, Say Industry Leaders - CNET",https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmNuZXQuY29tL3RlY2gvYWktcG9zZXMtbWFqb3Itc29jaWV0YWwtcmlza3Mtc2F5cy1zdGF0ZW1lbnQtc2lnbmVkLWJ5LWluZHVzdHJ5LWxlYWRlcnMv0gEA?oc=5,2023-06-02,CNET,US,en,ai poses major societal risks say industry leaders  cnet,49,10,Friday,6,2023,2,False,False,News Outlet,https://www.cnet.com/tech/ai-poses-major-societal-risks-says-statement-signed-by-industry-leaders/,www.cnet.com,www,3,com,98,"['Nina Raemont', 'A Recent Graduate Of The University Of Minnesota', 'Nina Started At Cnet Writing Breaking News Stories Before Shifting To Covering Security Security', 'Other Government Benefit Programs. In Her Spare Time', ""She'S In Her Kitchen"", 'Trying A New Baking Recipe.', 'See Full Bio']",0.0625,0.5,-0.2732,negative,Artificial intelligence industry leaders say they
The existential threat from AI – and from humans misusing it - The Guardian,https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS90ZWNobm9sb2d5LzIwMjMvanVuLzAyL3RoZS1leGlzdGVudGlhbC10aHJlYXQtZnJvbS1haS1hbmQtZnJvbS1odW1hbnMtbWlzdXNpbmctaXTSAW1odHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vdGVjaG5vbG9neS8yMDIzL2p1bi8wMi90aGUtZXhpc3RlbnRpYWwtdGhyZWF0LWZyb20tYWktYW5kLWZyb20taHVtYW5zLW1pc3VzaW5nLWl0?oc=5,2023-06-02,The Guardian,US,en,the existential threat from ai  and from humans misusing it  the guardian,62,14,Friday,6,2023,2,False,False,News Outlet,https://www.theguardian.com/technology/2023/jun/02/the-existential-threat-from-ai-and-from-humans-misusing-it,www.theguardian.com,www,5,com,109,[],0.0,0.0,-0.5267,negative,Roger Haines says there is
"ChatGPT Tempts Big Law Despite AI Accuracy, Privacy Worries (2) - Bloomberg Law",https://news.google.com/rss/articles/CBMid2h0dHBzOi8vbmV3cy5ibG9vbWJlcmdsYXcuY29tL3ByaXZhY3ktYW5kLWRhdGEtc2VjdXJpdHkvY2hhdGdwdC10ZW1wdHMtYmlnLWxhdy1kZXNwaXRlLWFpLWFjY3VyYWN5LWRhdGEtcHJpdmFjeS13b3JyaWVz0gEA?oc=5,2023-06-02,Bloomberg Law,US,en,chatgpt tempts big law despite ai accuracy privacy worries   bloomberg law,67,13,Friday,6,2023,2,False,False,News Outlet,https://news.bloomberglaw.com/privacy-and-data-security/chatgpt-tempts-big-law-despite-ai-accuracy-data-privacy-worries,news.bloomberglaw.com,news,2,com,119,[],0.0,0.1,-0.4215,negative,Generative AI is based on algorithms
How to Train a Custom AI Chatbot Using PrivateGPT Locally (Offline) - Beebom,https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vYmVlYm9tLmNvbS9ob3ctdHJhaW4tYWktY2hhdGJvdC11c2luZy1wcml2YXRlZ3B0LW9mZmxpbmUv0gFFaHR0cHM6Ly9iZWVib20uY29tL2hvdy10cmFpbi1haS1jaGF0Ym90LXVzaW5nLXByaXZhdGVncHQtb2ZmbGluZS9hbXAv?oc=5,2023-06-02,Beebom,US,en,how to train a custom ai chatbot using privategpt locally offline  beebom,64,13,Friday,6,2023,2,False,False,Other,https://beebom.com/how-train-ai-chatbot-using-privategpt-offline/,beebom.com,beebom,2,com,65,['Arjun Sha'],0.0,0.0,-0.128,negative,PrivateGPT is a new open
What the Eating Disorder Chatbot Disaster Tells Us About AI - The Takeout,https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vdGhldGFrZW91dC5jb20vd2hhdC1lYXRpbmctZGlzb3JkZXItY2hhdGJvdC1kaXNhc3Rlci10ZWxscy11cy1hYm91dC1haS0xODUwNDk3MjAz0gEA?oc=5,2023-06-02,The Takeout,US,en,what the eating disorder chatbot disaster tells us about ai  the takeout,61,13,Friday,6,2023,2,False,False,News Outlet,https://thetakeout.com/what-eating-disorder-chatbot-disaster-tells-us-about-ai-1850497203,thetakeout.com,thetakeout,1,com,89,[],0.0,0.0,-0.7783,negative,"In March, the National Eating Disorders"
Generative AI – the next biggest cyber security threat? - ComputerWeekly.com,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LmNvbXB1dGVyd2Vla2x5LmNvbS9vcGluaW9uL0dlbmVyYXRpdmUtQUktdGhlLW5leHQtYmlnZ2VzdC1jeWJlci1zZWN1cml0eS10aHJlYXTSAQA?oc=5,2023-06-01,ComputerWeekly.com,US,en,generative ai  the next biggest cyber security threat  computerweeklycom,66,11,Thursday,6,2023,2,False,False,Magazine,https://www.computerweekly.com/opinion/Generative-AI-the-next-biggest-cyber-security-threat,www.computerweekly.com,www,2,com,91,[],0.0,0.0,-0.25,negative,ChatGPT is a large language
Getty asks London court to stop UK sales of Stability AI system - Reuters,https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3RlY2hub2xvZ3kvZ2V0dHktYXNrcy1sb25kb24tY291cnQtc3RvcC11ay1zYWxlcy1zdGFiaWxpdHktYWktc3lzdGVtLTIwMjMtMDYtMDEv0gEA?oc=5,2023-06-01,Reuters,US,en,getty asks london court to stop uk sales of stability ai system  reuters,60,14,Thursday,6,2023,2,False,False,News Outlet,https://www.reuters.com/technology/getty-asks-london-court-stop-uk-sales-stability-ai-system-2023-06-01/,www.reuters.com,www,3,com,104,[],0.0,0.0,-0.296,negative,0
Controversial AI-generated conversation between Bill Gates and Socrates sparks backlash - Marca English,https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3Lm1hcmNhLmNvbS9lbi90ZWNobm9sb2d5LzIwMjMvMDYvMDEvNjQ3OGE5ODE0NjE2M2Y0MjE3OGI0NWFmLmh0bWzSAUxodHRwczovL2FtcC5tYXJjYS5jb20vZW4vdGVjaG5vbG9neS8yMDIzLzA2LzAxLzY0NzhhOTgxNDYxNjNmNDIxNzhiNDVhZi5odG1s?oc=5,2023-06-01,Marca English,US,en,controversial aigenerated conversation between bill gates and socrates sparks backlash  marca english,91,13,Thursday,6,2023,2,False,False,Other,https://www.marca.com/en/technology/2023/06/01/6478a98146163f42178b45af.html,www.marca.com,www,6,com,76,['Twitter'],0.275,0.475,-0.2023,negative,Designer Linus Ekenst
