title,link,date,source,country,language,translated_title,number_of_characters_title,number_of_words_title,day_of_week,month,year,quarter,is_weekend,is_holiday,source_type,final_redirected_URL,domain_of_URL,subdomain_of_URL,URL_depth,top_level_domain,url_length,author,polarity1,subjectivity,compound,vader_sentiment,summary
On GPS: Former Google CEO on the dangers and potential of AI - CNN,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LmNubi5jb20vdmlkZW9zL3RlY2gvMjAyMy8wOS8wOC9leHAtZ3BzLTA5MDMtc2NobWlkdC1vbi1kYW5nZXJzLW9mLWFpLmNubtIBWGh0dHBzOi8vYW1wLmNubi5jb20vY25uL3ZpZGVvcy90ZWNoLzIwMjMvMDkvMDgvZXhwLWdwcy0wOTAzLXNjaG1pZHQtb24tZGFuZ2Vycy1vZi1haS5jbm4?oc=5,2023-09-09,CNN,US,en,on gps former google ceo on the dangers and potential of ai  cnn,53,14,Saturday,9,2023,3,True,False,News Outlet,https://www.cnn.com/videos/tech/2023/09/08/exp-gps-0903-schmidt-on-dangers-of-ai.cnn,www.cnn.com,www,6,com,84,[],0.0,0.5,-0.4939,negative,Most stock quote data provided by B
Should You Buy the Dip in This AI King's Stock? - The Motley Fool,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIzLzA5LzA5L3Nob3VsZC15b3UtYnV5LXRoZS1kaXAtaW4tdGhpcy1haS1raW5ncy1zdG9jay_SAQA?oc=5,2023-09-09,The Motley Fool,US,en,should you buy the dip in this ai kings stock  the motley fool,52,14,Saturday,9,2023,3,True,False,Blog,https://www.fool.com/investing/2023/09/09/should-you-buy-the-dip-in-this-ai-kings-stock/,www.fool.com,www,6,com,88,['Keithen Drury'],0.6,0.9,-0.4404,negative,Palantir (PLTR -
AI is boring — How to jailbreak ChatGPT - Laptop Mag,https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vd3d3LmxhcHRvcG1hZy5jb20vaG93LXRvL2FpLWlzLWJvcmluZy1ob3ctdG8tamFpbGJyZWFrLWNoYXRncHTSAQA?oc=5,2023-09-09,Laptop Mag,US,en,ai is boring  how to jailbreak chatgpt  laptop mag,42,11,Saturday,9,2023,3,True,False,Other,https://www.laptopmag.com/how-to/ai-is-boring-how-to-jailbreak-chatgpt,www.laptopmag.com,www,2,com,70,"['Rael Hornby', 'Social Links Navigation']",-1.0,1.0,-0.3182,negative,OpenAI’s ChatG
"In U.S.-China AI contest, the race is on to deploy killer robots - Reuters",https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2ludmVzdGlnYXRlcy9zcGVjaWFsLXJlcG9ydC91cy1jaGluYS10ZWNoLWRyb25lcy_SAQA?oc=5,2023-09-08,Reuters,US,en,in uschina ai contest the race is on to deploy killer robots  reuters,61,14,Friday,9,2023,3,False,False,News Outlet,https://www.reuters.com/investigates/special-report/us-china-tech-drones/,www.reuters.com,www,4,com,73,[],0.0,0.0,-0.6486,negative,0
"The AI-assistant wars heat up with Claude Pro, a new ChatGPT Plus rival - Ars Technica",https://news.google.com/rss/articles/CBMifmh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL2luZm9ybWF0aW9uLXRlY2hub2xvZ3kvMjAyMy8wOS90aGUtYWktYXNzaXN0YW50LXdhcnMtaGVhdC11cC13aXRoLWNsYXVkZS1wcm8tYS1uZXctY2hhdGdwdC1wbHVzLXJpdmFsL9IBggFodHRwczovL2Fyc3RlY2huaWNhLmNvbS9pbmZvcm1hdGlvbi10ZWNobm9sb2d5LzIwMjMvMDkvdGhlLWFpLWFzc2lzdGFudC13YXJzLWhlYXQtdXAtd2l0aC1jbGF1ZGUtcHJvLWEtbmV3LWNoYXRncHQtcGx1cy1yaXZhbC9hbXAv?oc=5,2023-09-08,Ars Technica,US,en,the aiassistant wars heat up with claude pro a new chatgpt plus rival  ars technica,71,16,Friday,9,2023,3,False,False,Blog,https://arstechnica.com/information-technology/2023/09/the-ai-assistant-wars-heat-up-with-claude-pro-a-new-chatgpt-plus-rival/,arstechnica.com,arstechnica,5,com,126,['Benj Edwards'],0.1363636363636363,0.4545454545454545,-0.5574,negative,Claude Pro is a subscription-
"Prompt injection attacks threaten AI chatbots, and other ... - World Economic Forum",https://news.google.com/rss/articles/CBMihQFodHRwczovL3d3dy53ZWZvcnVtLm9yZy9hZ2VuZGEvMjAyMy8wOS9wcm9tcHQtaW5qZWN0aW9uLWF0dGFja3MtdGhyZWF0ZW4tYWktY2hhdGJvdHMtYW5kLW90aGVyLWN5YmVyc2VjdXJpdHktbmV3cy10by1rbm93LXRoaXMtbW9udGgv0gEA?oc=5,2023-09-08,World Economic Forum,US,en,prompt injection attacks threaten ai chatbots and other   world economic forum,71,13,Friday,9,2023,3,False,False,Online Forum,https://www.weforum.org/agenda/2023/09/prompt-injection-attacks-threaten-ai-chatbots-and-other-cybersecurity-news-to-know-this-month/,www.weforum.org,www,5,org,133,[],0.0375,0.2875,-0.6705,negative,0
IRS will use AI to crack down on wealthy potential tax violators - Axios,https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vd3d3LmF4aW9zLmNvbS8yMDIzLzA5LzA4L2lycy1hcnRpZmljaWFsLWludGVsbGlnZW5jZS10YXgtdmlvbGF0aW9uc9IBAA?oc=5,2023-09-08,Axios,US,en,irs will use ai to crack down on wealthy potential tax violators  axios,59,14,Friday,9,2023,3,False,False,Other,https://www.axios.com/2023/09/08/irs-artificial-intelligence-tax-violations,www.axios.com,www,4,com,75,[],0.1148148148148148,0.762962962962963,-0.1027,negative,0
SUNY chancellor touts UB as national leader in AI - University at Buffalo,https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LmJ1ZmZhbG8uZWR1L3Vibm93L3N0b3JpZXMvMjAyMy8wOS9jaGFuY2VsbG9yLWFpLWNoYXQuaHRtbNIBAA?oc=5,2023-09-08,University at Buffalo,US,en,suny chancellor touts ub as national leader in ai  university at buffalo,61,13,Friday,9,2023,3,False,False,Academic Journal,https://www.buffalo.edu/ubnow/stories/2023/09/chancellor-ai-chat.html,www.buffalo.edu,www,5,edu,69,[],0.0,0.0,-0.0258,negative,SUNY Chancellor John B.
Rage against the machine? Why AI may not mean the death of film - The Guardian,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9maWxtLzIwMjMvc2VwLzA4L2FpLW1heS1ub3QtbWVhbi10aGUtZGVhdGgtb2YtZmlsbdIBTmh0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS9maWxtLzIwMjMvc2VwLzA4L2FpLW1heS1ub3QtbWVhbi10aGUtZGVhdGgtb2YtZmlsbQ?oc=5,2023-09-08,The Guardian,US,en,rage against the machine why ai may not mean the death of film  the guardian,63,16,Friday,9,2023,3,False,False,News Outlet,https://www.theguardian.com/film/2023/sep/08/ai-may-not-mean-the-death-of-film,www.theguardian.com,www,5,com,78,['Xan Brooks'],0.15625,0.6875,-0.1164,negative,Generative technology is Hollywood’
Microsoft offers legal protection for AI copyright infringement challenges - Ars Technica,https://news.google.com/rss/articles/CBMiggFodHRwczovL2Fyc3RlY2huaWNhLmNvbS9pbmZvcm1hdGlvbi10ZWNobm9sb2d5LzIwMjMvMDkvbWljcm9zb2Z0LW9mZmVycy1sZWdhbC1wcm90ZWN0aW9uLWZvci1haS1jb3B5cmlnaHQtaW5mcmluZ2VtZW50LWNoYWxsZW5nZXMv0gGGAWh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL2luZm9ybWF0aW9uLXRlY2hub2xvZ3kvMjAyMy8wOS9taWNyb3NvZnQtb2ZmZXJzLWxlZ2FsLXByb3RlY3Rpb24tZm9yLWFpLWNvcHlyaWdodC1pbmZyaW5nZW1lbnQtY2hhbGxlbmdlcy9hbXAv?oc=5,2023-09-08,Ars Technica,US,en,microsoft offers legal protection for ai copyright infringement challenges  ars technica,78,12,Friday,9,2023,3,False,False,Blog,https://arstechnica.com/information-technology/2023/09/microsoft-offers-legal-protection-for-ai-copyright-infringement-challenges/,arstechnica.com,arstechnica,5,com,130,['Benj Edwards'],0.15,0.1,-0.3182,negative,Microsoft will provide legal protection for customers
