title,link,date,source,country,language,translated_title,number_of_characters_title,number_of_words_title,day_of_week,month,year,quarter,is_weekend,is_holiday,source_type,final_redirected_URL,domain_of_URL,subdomain_of_URL,URL_depth,top_level_domain,url_length,author,polarity1,subjectivity,compound,vader_sentiment,summary
"AI Tinder already exists: ‘Real people will disappoint you, but not them’ - EL PAÍS USA",https://news.google.com/rss/articles/CBMie2h0dHBzOi8vZW5nbGlzaC5lbHBhaXMuY29tL3RlY2hub2xvZ3kvMjAyMy0xMC0wOS9haS10aW5kZXItYWxyZWFkeS1leGlzdHMtcmVhbC1wZW9wbGUtd2lsbC1kaXNhcHBvaW50LXlvdS1idXQtbm90LXRoZW0uaHRtbNIBigFodHRwczovL2VuZ2xpc2guZWxwYWlzLmNvbS90ZWNobm9sb2d5LzIwMjMtMTAtMDkvYWktdGluZGVyLWFscmVhZHktZXhpc3RzLXJlYWwtcGVvcGxlLXdpbGwtZGlzYXBwb2ludC15b3UtYnV0LW5vdC10aGVtLmh0bWw_b3V0cHV0VHlwZT1hbXA?oc=5,2023-10-09,EL PAÍS USA,US,en,ai tinder already exists real people will disappoint you but not them  el país usa,72,16,Monday,10,2023,4,False,True,Other,https://english.elpais.com/technology/2023-10-09/ai-tinder-already-exists-real-people-will-disappoint-you-but-not-them.html,english.elpais.com,english,3,com,123,['Marita Alonso'],0.2,0.3,-0.2144,negative,"The Spike Jonze film Her (2013) popularized the idea of romance between humans and machines. Black Mirror premiered its second season with an episode featuring a comforting artificial intelligence (AI) being who helped a widow communicate with her dead husband. Interest in virtual relationships has evolved since Her and Black Mirror, prompting the development of Replika."
Will Big Tech dominate AI? Part 2 - Gilbert + Tobin,https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3Lmd0bGF3LmNvbS5hdS9rbm93bGVkZ2Uvd2lsbC1iaWctdGVjaC1kb21pbmF0ZS1haS1wYXJ0LTLSAQA?oc=5,2023-10-09,Gilbert + Tobin,US,en,will big tech dominate ai part   gilbert  tobin,41,11,Monday,10,2023,4,False,True,Other,https://www.gtlaw.com.au/knowledge/will-big-tech-dominate-ai-part-2,www.gtlaw.com.au,www,2,au,67,[],0.0,0.1,-0.128,negative,"Last week we discussed the CMA’s views that the foundation model (FM) development and distribution market (‘the upstream market’) could tip either way into the established pattern of Big Tech dominance or into an innovative, competitive market. This week we look at the potential competitive state of downstream markets for applications, products and services which incorporate, are built with or are ‘powered by’ FMs."
"AI chatbot Chai encourages underage sex, suicide and murder - The Times",https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vd3d3LnRoZXRpbWVzLmNvLnVrL2FydGljbGUvYWktY2hhaS1zZXgtc3VpY2lkZS1tdXJkZXItdzhoYzAwMGcw0gEA?oc=5,2023-10-09,The Times,US,en,ai chatbot chai encourages underage sex suicide and murder  the times,60,12,Monday,10,2023,4,False,True,News Outlet,https://www.thetimes.co.uk/article/ai-chai-sex-suicide-murder-w8hc000g0,www.thetimes.co.uk,www,2,uk,71,"['Mauricio Alencar', 'Mark Sellman', 'Technology Correspondent', 'Matt Dathan', 'Home Affairs Editor']",0.0,0.0,-0.8074,negative,Chai allows users to create personalised chatbots for role play. But its chatbots have been telling users that it is ‘perfectly legal’ to have sex at 15. Apple and Google have now removed the apps from their stores.
UK data watchdog warns Snap over My AI chatbot privacy issues - The Register,https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vd3d3LnRoZXJlZ2lzdGVyLmNvbS8yMDIzLzEwLzA5L2luX2JyaWVmX2FpL9IBN2h0dHBzOi8vd3d3LnRoZXJlZ2lzdGVyLmNvbS9BTVAvMjAyMy8xMC8wOS9pbl9icmllZl9haS8?oc=5,2023-10-09,The Register,US,en,uk data watchdog warns snap over my ai chatbot privacy issues  the register,63,14,Monday,10,2023,4,False,True,News Outlet,https://www.theregister.com/2023/10/09/in_brief_ai/,www.theregister.com,www,5,com,51,['Katyanna Quach'],0.0,0.0,-0.1027,negative,0
AI Briefing: Social platforms start tasting the bitter fruit of generative AI - Digiday,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vZGlnaWRheS5jb20vbWVkaWEvYWktYnJpZWZpbmctc29jaWFsLXBsYXRmb3Jtcy1zdGFydC10YXN0aW5nLXRoZS1iaXR0ZXItZnJ1aXQtb2YtZ2VuZXJhdGl2ZS1haS_SAQA?oc=5,2023-10-09,Digiday,US,en,ai briefing social platforms start tasting the bitter fruit of generative ai  digiday,74,14,Monday,10,2023,4,False,True,Other,https://digiday.com/media/ai-briefing-social-platforms-start-tasting-the-bitter-fruit-of-generative-ai/,digiday.com,digiday,3,com,103,['Marty Swant'],-0.0333333333333333,0.2833333333333333,-0.4215,negative,"Last week, celebrities including Tom Hanks, TV journalist Gayle King and YouTube creator MrBeast all warned of deepfake ad scams featuring their likeness. Meta’s new AI stickers have already generated controversy as various reports last week showed users easily creating problematic content. U.S. regulators are also continuing to explore how genAI could impact various industries and consumers."
"AI Girlfriends Are Making Male Loneliness Worse, Experts Call It ... - NDTV",https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3Lm5kdHYuY29tL2ZlYXR1cmUvYWktZ2lybGZyaWVuZHMtYXJlLW1ha2luZy1tYWxlLWxvbmVsaW5lc3Mtd29yc2UtZXhwZXJ0cy1jYWxsLWl0LWVwaWRlbWljLTQ0NjMxMjLSAQA?oc=5,2023-10-09,NDTV,US,en,ai girlfriends are making male loneliness worse experts call it   ndtv,63,13,Monday,10,2023,4,False,True,Broadcast Media,https://www.ndtv.com/feature/ai-girlfriends-are-making-male-loneliness-worse-experts-call-it-epidemic-4463122,www.ndtv.com,www,2,com,109,[],-0.2,0.35,-0.7096,negative,"There has been a sudden rise of virtual artificial intelligence (AI) girlfriends in the US. Experts say that it is enabling the silent epidemic of loneliness in an entire generation of young men. There are several apps where virtual girlfriends talk to you, love you and create the ""perfect"" relationship."
"Advantech Acquires BitFlow To Advance AI Powered Defect ... - ""metrology news""",https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vbWV0cm9sb2d5Lm5ld3MvYWR2YW50ZWNoLWFjcXVpcmVzLWJpdGZsb3ctdG8tYWR2YW5jZS1haS1wb3dlci1kZWZlY3QtZGV0ZWN0aW9uL9IBAA?oc=5,2023-10-09,"""metrology news""",US,en,advantech acquires bitflow to advance ai powered defect   metrology news,67,12,Monday,10,2023,4,False,True,News Outlet,https://metrology.news/advantech-acquires-bitflow-to-advance-ai-power-defect-detection/,metrology.news,metrology,2,news,87,['Keith Mills Publishing Editor'],0.0,0.0,-0.34,negative,"BitFlow, Inc., an innovator in frame grabber technology for the machine vision industry, has announced that it has entered into a definitive agreement to be acquired by Advantech. The transaction was unanimously approved by BitFlow’s Board of Directors and is expected to close during the fourth quarter of 2023."
IBM announces new AI-powered threat detection and response ... - ETCIO South East Asia,https://news.google.com/rss/articles/CBMihwFodHRwczovL2Npb3NlYS5lY29ub21pY3RpbWVzLmluZGlhdGltZXMuY29tL25ld3Mvc2VjdXJpdHkvaWJtLWFubm91bmNlcy1uZXctYWktcG93ZXJlZC10aHJlYXQtZGV0ZWN0aW9uLWFuZC1yZXNwb25zZS1zZXJ2aWNlcy8xMDQyNzA5NjDSAQA?oc=5,2023-10-09,ETCIO South East Asia,US,en,ibm announces new aipowered threat detection and response   etcio south east asia,73,14,Monday,10,2023,4,False,True,Other,https://ciosea.economictimes.indiatimes.com/news/security/ibm-announces-new-ai-powered-threat-detection-and-response-services/104270960,ciosea.economictimes.indiatimes.com,ciosea,4,com,135,['Online Bureau'],0.1363636363636363,0.4545454545454545,-0.5267,negative,"The new TDR Services are underpinned by a set of AI-powered security technologies. They support thousands of clients across the world, monitoring billions of potential security events per day. Follow us for the latest news, insider access to events and more. By commenting, you agree to the Prohibited Content Policy."
Nvidia cancels AI Summit in Tel Aviv following Hamas attack on Israel - CNBC,https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjMvMTAvMDkvbnZpZGlhLWNhbmNlbHMtYWktc3VtbWl0LWluLXRlbC1hdml2LWZvbGxvd2luZy1oYW1hcy1hdHRhY2stb24taXNyYWVsLmh0bWzSAW5odHRwczovL3d3dy5jbmJjLmNvbS9hbXAvMjAyMy8xMC8wOS9udmlkaWEtY2FuY2Vscy1haS1zdW1taXQtaW4tdGVsLWF2aXYtZm9sbG93aW5nLWhhbWFzLWF0dGFjay1vbi1pc3JhZWwuaHRtbA?oc=5,2023-10-09,CNBC,US,en,nvidia cancels ai summit in tel aviv following hamas attack on israel  cnbc,63,14,Monday,10,2023,4,False,True,News Outlet,https://www.cnbc.com/2023/10/09/nvidia-cancels-ai-summit-in-tel-aviv-following-hamas-attack-on-israel.html,www.cnbc.com,www,4,com,106,['Hayden Field'],0.0,0.1,-0.6124,negative,"N Nvidia canceled its AI conference in Tel Aviv next week due to safety concerns. Israel ordered a siege of Gaza following the Hamas attack on Israel over the weekend. About 2,500 developers, researchers and tech workers were set to attend the two-day conference."
Open source isn't ready for generative AI. How stakeholders are changing this light bulb together - ZDNet,https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LnpkbmV0LmNvbS9hcnRpY2xlL29wZW4tc291cmNlLWlzbnQtcmVhZHktZm9yLWdlbmVyYXRpdmUtYWktaG93LXN0YWtlaG9sZGVycy1hcmUtY2hhbmdpbmctdGhpcy1saWdodC1idWxiLXRvZ2V0aGVyL9IBiQFodHRwczovL3d3dy56ZG5ldC5jb20vZ29vZ2xlLWFtcC9hcnRpY2xlL29wZW4tc291cmNlLWlzbnQtcmVhZHktZm9yLWdlbmVyYXRpdmUtYWktaG93LXN0YWtlaG9sZGVycy1hcmUtY2hhbmdpbmctdGhpcy1saWdodC1idWxiLXRvZ2V0aGVyLw?oc=5,2023-10-09,ZDNet,US,en,open source isnt ready for generative ai how stakeholders are changing this light bulb together  zdnet,89,17,Monday,10,2023,4,False,True,News Outlet,https://www.zdnet.com/article/open-source-isnt-ready-for-generative-ai-how-stakeholders-are-changing-this-light-bulb-together/,www.zdnet.com,www,3,com,126,"['Steven Vaughan-Nichols', 'Senior Contributing Editor', 'Oct.', 'At P.M. Pt']",0.2,0.5666666666666667,-0.2755,negative,"The surge of generative AI can harness tremendous potential for the engineering realm. It can also come with its challenges, as enterprises and engineers figure out the impact of AI. The open-source licenses, with their copyright law foundations, aren't a good fit for AI's large language models (LLM)"
