title,link,date,source,country,language,translated_title,number_of_characters_title,number_of_words_title,day_of_week,month,year,quarter,is_weekend,is_holiday,source_type,final_redirected_URL,domain_of_URL,subdomain_of_URL,URL_depth,top_level_domain,url_length,author,polarity1,subjectivity,compound,vader_sentiment,summary
Annoying' AI Chatbots Taking Over Fast Food Job Applications - Entrepreneur,https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LmVudHJlcHJlbmV1ci5jb20vYnVzaW5lc3MtbmV3cy9hbm5veWluZy1haS1jaGF0Ym90cy10YWtpbmctb3Zlci1mYXN0LWZvb2Qtam9iLzQ1Mzk0M9IBAA?oc=5,2023-06-12,Entrepreneur,US,en,annoying ai chatbots taking over fast food job applications  entrepreneur,66,11,Monday,6,2023,2,False,False,Press Release Service,https://www.entrepreneur.com/business-news/annoying-ai-chatbots-taking-over-fast-food-job/453943,www.entrepreneur.com,www,3,com,96,['Amanda Claypool'],-0.3,0.75,-0.4019,negative,Amanda Claypool applied to five
It’s time to talk about the real AI risks - MIT Technology Review,https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vd3d3LnRlY2hub2xvZ3lyZXZpZXcuY29tLzIwMjMvMDYvMTIvMTA3NDQ0OS9yZWFsLWFpLXJpc2tzL9IBRmh0dHBzOi8vd3d3LnRlY2hub2xvZ3lyZXZpZXcuY29tLzIwMjMvMDYvMTIvMTA3NDQ0OS9yZWFsLWFpLXJpc2tzL2FtcC8?oc=5,2023-06-12,MIT Technology Review,US,en,its time to talk about the real ai risks  mit technology review,53,13,Monday,6,2023,2,False,False,Academic Journal,https://www.technologyreview.com/2023/06/12/1074449/real-ai-risks/,www.technologyreview.com,www,6,com,66,['Tate Ryan-Mosley'],0.2,0.3,-0.2732,negative,Experts at RightsCon want us to
On GPS: Does AI already threaten humanity? - CNN,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LmNubi5jb20vdmlkZW9zL3R2LzIwMjMvMDYvMTEvZXhwLWdwcy0wNjExLWhpbnRvbi1vbi1haS10aHJlYXQtdG8tbWFua2luZC5jbm7SAVxodHRwczovL2FtcC5jbm4uY29tL2Nubi92aWRlb3MvdHYvMjAyMy8wNi8xMS9leHAtZ3BzLTA2MTEtaGludG9uLW9uLWFpLXRocmVhdC10by1tYW5raW5kLmNubg?oc=5,2023-06-11,CNN,US,en,on gps does ai already threaten humanity  cnn,40,9,Sunday,6,2023,2,True,False,News Outlet,https://www.cnn.com/videos/tv/2023/06/11/exp-gps-0611-hinton-on-ai-threat-to-mankind.cnn,www.cnn.com,www,6,com,88,[],0.0,0.0,-0.3818,negative,summarize: CNN's
Fantasy fears about AI are obscuring how we already abuse machine intelligence - The Guardian,https://news.google.com/rss/articles/CBMiggFodHRwczovL3d3dy50aGVndWFyZGlhbi5jb20vY29tbWVudGlzZnJlZS8yMDIzL2p1bi8xMS9iaWctdGVjaC13YXJucy1vZi10aHJlYXQtZnJvbS1haS1idXQtdGhlLXJlYWwtZGFuZ2VyLWlzLXRoZS1wZW9wbGUtYmVoaW5kLWl00gGCAWh0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS9jb21tZW50aXNmcmVlLzIwMjMvanVuLzExL2JpZy10ZWNoLXdhcm5zLW9mLXRocmVhdC1mcm9tLWFpLWJ1dC10aGUtcmVhbC1kYW5nZXItaXMtdGhlLXBlb3BsZS1iZWhpbmQtaXQ?oc=5,2023-06-11,The Guardian,US,en,fantasy fears about ai are obscuring how we already abuse machine intelligence  the guardian,79,15,Sunday,6,2023,2,True,False,News Outlet,https://www.theguardian.com/commentisfree/2023/jun/11/big-tech-warns-of-threat-from-ai-but-the-real-danger-is-the-people-behind-it,www.theguardian.com,www,5,com,130,['Kenan Malik'],0.0,0.0,-0.5994,negative,"Last November, Randal Quran Reid"
Knesset discussing dangers of artificial intelligence - Ynetnews,https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vd3d3LnluZXRuZXdzLmNvbS9idXNpbmVzcy9hcnRpY2xlL2gxZnVheHZ2M9IBAA?oc=5,2023-06-11,Ynetnews,US,en,knesset discussing dangers of artificial intelligence  ynetnews,57,8,Sunday,6,2023,2,True,False,News Outlet,https://www.ynetnews.com/business/article/h1fuaxvv3,www.ynetnews.com,www,3,com,51,[],-0.6,1.0,-0.0258,negative,summarize: 
A Critical Look at AI-Generated Software - IEEE Spectrum,https://news.google.com/rss/articles/CBMiJWh0dHBzOi8vc3BlY3RydW0uaWVlZS5vcmcvYWktc29mdHdhcmXSATRodHRwczovL3NwZWN0cnVtLmllZWUub3JnL2FtcC9haS1zb2Z0d2FyZS0yNjYxMTM2Njkw?oc=5,2023-06-11,IEEE Spectrum,US,en,a critical look at aigenerated software  ieee spectrum,48,9,Sunday,6,2023,2,True,False,Academic Journal,https://spectrum.ieee.org/ai-software,spectrum.ieee.org,spectrum,1,org,37,"['Jaideep Vaidya', 'Hafiz Asif']",0.0,0.8,-0.3182,negative,"Coding with ChatGPT,"
Fake AI Chatbot Apps Are Spreading: Here's How to Avoid Being Tricked - Tech Times,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LnRlY2h0aW1lcy5jb20vYXJ0aWNsZXMvMjkyNDYwLzIwMjMwNjEwL2Zha2UtYWktY2hhdGJvdC1hcHBzLXNwcmVhZGluZy1hdm9pZC10cmlja2VkLmh0bdIBZ2h0dHBzOi8vd3d3LnRlY2h0aW1lcy5jb20vYW1wL2FydGljbGVzLzI5MjQ2MC8yMDIzMDYxMC9mYWtlLWFpLWNoYXRib3QtYXBwcy1zcHJlYWRpbmctYXZvaWQtdHJpY2tlZC5odG0?oc=5,2023-06-10,Tech Times,US,en,fake ai chatbot apps are spreading heres how to avoid being tricked  tech times,68,15,Saturday,6,2023,2,True,False,News Outlet,https://www.techtimes.com/articles/292460/20230610/fake-ai-chatbot-apps-spreading-avoid-tricked.htm,www.techtimes.com,www,4,com,99,['Inno Flores'],-0.5,1.0,-0.7096,negative,Fake AI chatbot apps are becoming
"Thoughts on My Life's Work, AI Chatbots & the Writers Strike - Dan’s Papers",https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LmRhbnNwYXBlcnMuY29tLzIwMjMvMDYvZGFuLXJhdHRpbmVyLWFpLWNoYXRib3Qtd3JpdGVycy1zdHJpa2Uv0gEA?oc=5,2023-06-10,Dan’s Papers,US,en,thoughts on my lifes work ai chatbots  the writers strike  dans papers,62,14,Saturday,6,2023,2,True,False,Other,https://www.danspapers.com/2023/06/dan-rattiner-ai-chatbot-writers-strike/,www.danspapers.com,www,4,com,74,['Dan Rattiner'],0.0,0.0,-0.128,negative,0
AI Chatbots Offer Comfort to the Bereaved - Voice of America - VOA News,https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2EvYWktY2hhdGJvdHMtb2ZmZXItY29tZm9ydC10by10aGUtYmVyZWF2ZWQvNzEzMjAyOS5odG1s0gFSaHR0cHM6Ly93d3cudm9hbmV3cy5jb20vYW1wL2FpLWNoYXRib3RzLW9mZmVyLWNvbWZvcnQtdG8tdGhlLWJlcmVhdmVkLzcxMzIwMjkuaHRtbA?oc=5,2023-06-10,Voice of America - VOA News,US,en,ai chatbots offer comfort to the bereaved  voice of america  voa news,58,14,Saturday,6,2023,2,True,False,News Outlet,https://www.voanews.com/a/ai-chatbots-offer-comfort-to-the-bereaved/7132029.html,www.voanews.com,www,3,com,80,['Agence France-Presse'],0.0,0.0,-0.1531,negative,Start-ups are using artificial intelligence
How Could AI Destroy Humanity? - The New York Times,https://news.google.com/rss/articles/CBMiPmh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjMvMDYvMTAvdGVjaG5vbG9neS9haS1odW1hbml0eS5odG1s0gEA?oc=5,2023-06-10,The New York Times,US,en,how could ai destroy humanity  the new york times,42,10,Saturday,6,2023,2,True,False,News Outlet,https://www.nytimes.com/2023/06/10/technology/ai-humanity.html,www.nytimes.com,www,5,com,62,[],-0.0318181818181818,0.2272727272727272,-0.5423,negative,0
